Mode,Meta,MSE_mean,MAE_mean,R2_mean,RMSE_mean,r_mean,p_mean,r_overall,p_overall
hybrid,,138.0083770751953,9.180035591125488,0.3111340130663892,11.644028663635254,0.5927867903221358,0.004062808319929332,0.5845052337044107,6.478651016511033e-64
