Mode,Meta,MSE_mean,MAE_mean,R2_mean,RMSE_mean,r_mean,p_mean,r_overall,p_overall
hybrid_meta_turn,base,128.00672912597656,8.733404159545898,0.3596080139622432,11.206709861755371,0.619430334701484,0.0002589296673409743,0.6208391032845264,3.899766581077844e-74
