Mode,Meta,MSE_mean,MAE_mean,R2_mean,RMSE_mean,r_mean,p_mean,r_overall,p_overall
hybrid_meta_clip,Item,118.94169616699219,8.162481307983398,0.4290657986405327,10.729655265808105,0.716513891707151,6.291618172251972e-19,0.6672370433097021,2.564152560837439e-89
