Mode,Meta,MSE_mean,MAE_mean,R2_mean,RMSE_mean,r_mean,p_mean,r_overall,p_overall
hybrid_meta_clip,Gender,108.50423431396484,7.979146480560303,0.46492615225260037,10.362886428833008,0.7134762624378875,3.351766670365808e-18,0.6958578661428441,3.913935413827938e-100
