Mode,Meta,MSE_mean,MAE_mean,R2_mean,RMSE_mean,r_mean,p_mean,r_overall,p_overall
hybrid_meta_clip,Duration,110.86917877197266,7.930525302886963,0.45873033694409937,10.44611930847168,0.7221033231420244,1.7577871452360525e-18,0.6914137944004156,2.264928712984651e-98
