Mode,Meta,MSE_mean,MAE_mean,R2_mean,RMSE_mean,r_mean,p_mean,r_overall,p_overall
hybrid,,122.9396743774414,8.758657455444336,0.37816050432164894,10.985719680786133,0.6077206685756308,0.0025975491782555147,0.6390739135731582,8.632869665181038e-80
