Mode,Meta,MSE_mean,MAE_mean,R2_mean,RMSE_mean,r_mean,p_mean,r_overall,p_overall
stacking,,370.44775390625,15.702160835266113,-0.851896821309101,19.21444320678711,0.3568229200314332,0.0002717915430416401,0.35487179869373714,9.93342664756611e-22
