Mode,Meta,MSE_mean,MAE_mean,R2_mean,RMSE_mean,r_mean,p_mean,r_overall,p_overall
lstm,,132.04269409179688,8.902322769165039,0.34477828471116007,11.354429244995117,0.627306537828539,8.112747884475081e-05,0.608371756370293,1.7678961874177418e-70
