Mode,Meta,MSE_mean,MAE_mean,R2_mean,RMSE_mean,r_mean,p_mean,r_overall,p_overall
hybrid_meta_clip,"Gender,Item,Duration",102.1671371459961,7.714896202087402,0.49338480259155937,10.052835464477539,0.7209169542879911,1.1333813022994396e-16,0.7147056563273056,5.543326137030043e-108
