Mode,Meta,MSE_mean,MAE_mean,R2_mean,RMSE_mean,r_mean,p_mean,r_overall,p_overall
hybrid_meta_clip,base,114.19122314453125,8.064262390136719,0.4456862838300141,10.574369430541992,0.7228397135542934,6.8179858008751e-19,0.6832249768452786,3.312448726563165e-95
