Mode,Meta,MSE_mean,MAE_mean,R2_mean,RMSE_mean,r_mean,p_mean,r_overall,p_overall
hybrid_meta_clip,"Gender,Duration",101.68778991699219,7.767130374908447,0.49636437978196496,10.033015251159668,0.7249327963188288,2.969810670845366e-20,0.7221698063910023,2.8599891061503073e-111
